season,player_display_name,recent_team,shap_passing_yards,shap_passing_tds,shap_passing_interceptions,shap_passing_epa,shap_passing_cpoe,shap_rushing_yards,shap_rushing_tds,shap_rushing_epa,shap_receiving_yards,shap_receiving_tds,shap_receiving_epa,shap_win_pct
2010,Felix Jones,DAL,-0.58204454,-1.0099283,0.3567125,-0.52176833,-0.72251385,0.08635648,-0.15688674,-0.47739908,0.030730864,0.047870956,-0.38474658,-0.990665
2010,Andre Johnson,HOU,-0.5760715,-1.088592,0.39750692,-0.54454464,-0.7753106,-0.4037395,-0.14246644,-0.67958075,0.030730864,0.047870956,-0.35569933,-1.0599431
2010,Dwayne Bowe,KC,-0.5933119,-1.0805442,0.41049388,-0.5373798,-0.7866621,-0.43622285,-0.1439253,-0.76675826,0.030730864,0.047870956,-0.40498587,-0.61339766
2010,Antonio Gates,LAC,-0.5813539,-1.0851872,0.39750692,-0.53940743,-0.7707673,-0.4037395,-0.14246644,-0.7600475,0.030730864,0.047870956,-0.35569933,-1.0212609
2010,Marques Colston,NO,-0.6076672,-1.0805442,0.41049388,-0.5373798,-0.7912291,-0.43622285,-0.1439253,-0.76675826,0.030730864,0.047870956,-0.40498587,-0.59447527
2010,Calvin Johnson,DET,-0.5813539,-1.0851872,0.39750692,-0.5444228,-0.77974015,-0.47968894,-0.14246644,-0.7588771,0.030730864,0.047870956,-0.35569933,-1.0088992
2010,DeSean Jackson,PHI,-0.5880295,-1.0967743,0.4136251,-0.5423952,-0.80017835,-0.3341951,-0.1439253,-0.7083622,0.030730864,0.047870956,-0.40498587,-0.5888962
2010,Austin Collie,IND,-0.5933119,-1.0805442,0.41049388,-0.5373798,-0.7866621,-0.43622285,-0.1439253,-0.76675826,0.030730864,0.047870956,-0.40498587,-0.61339766
2010,Kenny Britt,TEN,-0.5813539,-1.0851872,0.39750692,-0.53940743,-0.7707673,-0.4037395,-0.14246644,-0.7600475,0.030730864,0.047870956,-0.35569933,-1.0212609
2010,Vernon Davis,SF,-0.5813539,-1.0851872,0.39750692,-0.53940743,-0.7707673,-0.4037395,-0.14246644,-0.7600475,0.030730864,0.047870956,-0.35569933,-1.0212609
